antibody,source,reactivity,WT RBD ELISA,BA.5 RBD ELISA,XBB.1.5 RBD ELISA,JN.1 RBD ELISA,VH gene,DH gene,JH gene,H isotype,VL gene,JL gene,VH SHM (nt),VL SHM (nt),VH SHM ratio,VL SHM ratio,D614G,BA.1,BA.2,BA.5,XBB.1.5,HK.3.1,BA.2.86,JN.1,JN.1+F456L,KP.2,JN.1+F456L+A475V,KP.3,KP.3+A475V,epitope group
BD57-4691,BA.5 BTI + HK.3 infection,specific,0.6,1.59,2.05,N.D.,IGHV3-13,IGHD3-16,IGHJ4,IGHG3,IGLV9-49,IGLJ3,8.0,9.0,0.0231,0.0259,inf,1.7722,inf,0.03648,0.8584,0.8532,0.2548,0.2882,1.3784,inf,inf,0.2571,inf,N.D.
BD57-4692,BA.5 BTI + HK.3 infection,specific,0.19,0.69,1.01,N.D.,IGHV3-13,IGHD3-10,IGHJ6,IGHG1,IGLV9-49,IGLJ3,17.0,8.0,0.0489,0.0229,inf,0.2157,0.2443,0.12,0.411,0.6986,0.1889,0.5893,1.3721,0.4881,inf,0.2081,inf,B
BD57-4693,BA.5 BTI + HK.3 infection,specific,0.61,1.08,1.69,N.D.,IGHV3-33,IGHD5-12,IGHJ4,IGHG1,IGLV9-49,IGLJ2,16.0,11.0,0.0447,0.0316,inf,0.8011,inf,0.7275,inf,inf,inf,inf,inf,inf,inf,inf,inf,B
BD57-4694,BA.5 BTI + HK.3 infection,specific,0.27,3.56,1.49,N.D.,IGHV3-13,IGHD6-6,IGHJ5,IGHG1,IGLV9-49,IGLJ1,12.0,1.0,0.033,0.0029,inf,inf,inf,0.01513,inf,inf,inf,inf,inf,inf,inf,inf,inf,B
BD57-4695,BA.5 BTI + HK.3 infection,specific,0.31,2.36,2.54,N.D.,IGHV3-13,IGHD4/OR15-4a,IGHJ6,IGHG1,IGLV9-49,IGLJ1,17.0,5.0,0.0489,0.0144,inf,0.6726,inf,0.09361,3.7817,inf,0.5193,inf,inf,inf,inf,inf,inf,N.D.
BD57-4696,BA.5 BTI + HK.3 infection,specific,0.33,3.26,4.01,N.D.,IGHV3-13,IGHD1-26,IGHJ5,IGHG1,IGLV9-49,IGLJ1,12.0,12.0,0.033,0.0344,inf,0.01141,0.02842,0.002794,0.008442,0.01006,0.01162,0.01113,0.03809,0.02619,0.01554,0.007629,0.004252,B
BD57-4697,BA.5 BTI + HK.3 infection,specific,0.11,0.31,0.42,N.D.,IGHV3-13,IGHD3-10,IGHJ4,IGHG1,IGLV9-49,IGLJ3,22.0,12.0,0.0636,0.0346,inf,0.2532,1.7229,0.5899,inf,inf,inf,inf,inf,inf,inf,inf,inf,B
BD57-4698,BA.5 BTI + HK.3 infection,specific,0.11,1.17,1.49,N.D.,IGHV4-30-4,IGHD2-21,IGHJ4,IGHG1,IGLV1-40,IGLJ2,17.0,11.0,0.0459,0.0329,inf,0.06423,0.03236,0.03982,0.1626,0.9818,0.04326,0.4582,1.4091,0.6911,0.9653,0.3717,0.3574,F3
BD57-4699,BA.5 BTI + HK.3 infection,specific,1.21,1.5,2.77,N.D.,IGHV3-13,IGHD7-27,IGHJ4,IGHG1,IGLV9-49,IGLJ2,11.0,7.0,0.0318,0.0198,inf,inf,inf,0.567,inf,inf,inf,inf,inf,inf,inf,inf,inf,N.D.
BD57-4700,BA.5 BTI + HK.3 infection,specific,0.053,4.03,4.39,N.D.,IGHV2-5,IGHD6-19,IGHJ4,IGHG1,IGKV3-15,IGKJ1,21.0,5.0,0.0554,0.0157,inf,0.2276,0.005755,0.0007138,0.01735,0.02647,0.07139,0.02332,0.0668,0.03143,0.02582,0.05136,0.03893,F3
BD57-4701,BA.5 BTI + HK.3 infection,specific,0.36,3.48,4.26,N.D.,IGHV1-18,IGHD1-26,IGHJ4,IGHG1,IGLV2-11,IGLJ1,19.0,21.0,0.0514,0.0634,inf,0.2077,0.01888,0.002378,0.01199,0.01094,0.007648,0.004775,0.02459,0.02382,0.03677,1.1606,inf,F3
BD57-4702,BA.5 BTI + HK.3 infection,cross,1.14,2.75,4.56,N.D.,IGHV4-59,IGHD3-16,IGHJ1,IGHG1,IGLV2-14,IGLJ2,18.0,12.0,0.0479,0.0367,0.1297,0.001978,0.002821,0.000804,0.001486,0.002628,0.004392,0.002912,0.0102,0.00956,0.01238,0.004696,0.004283,D3
BD57-4703,BA.5 BTI + HK.3 infection,specific,0.064,4.02,4.43,N.D.,IGHV4-59,IGHD2-15,IGHJ6,IGHG1,IGLV2-14,IGLJ2,12.0,13.0,0.0333,0.0393,inf,0.02554,0.00607,0.0004649,0.003824,0.003268,0.005854,0.002011,0.01146,0.00728,0.0105,0.004082,0.002183,F3
BD57-4704,BA.5 BTI + HK.3 infection,specific,0.13,4.1,4.9,N.D.,IGHV2-5,IGHD3-16,IGHJ4,IGHG1,IGLV2-14,IGLJ2,13.0,12.0,0.0351,0.0358,inf,0.001764,0.002399,0.000406,0.005289,0.0044,0.001918,0.001566,0.004444,0.003326,0.004064,0.001769,0.001382,F3
BD57-4705,BA.5 BTI + HK.3 infection,specific,0.11,4.07,4.72,N.D.,IGHV2-5,IGHD3-3,IGHJ5,IGHG1,IGLV2-23,IGLJ3,10.0,6.0,0.0266,0.0183,inf,inf,0.01749,0.007543,0.0294,0.0724,0.09503,inf,inf,inf,inf,inf,inf,F3
BD57-4706,BA.5 BTI + HK.3 infection,specific,0.07,3.92,4.47,N.D.,IGHV1-8,IGHD3-3,IGHJ4,IGHA1,IGLV2-23,IGLJ3,20.0,18.0,0.0536,0.0549,inf,0.001044,0.001698,0.0004634,0.002136,0.003195,0.1278,0.6959,0.8102,0.5257,0.1823,inf,inf,D3
BD57-4707,BA.5 BTI + HK.3 infection,cross,4.23,3.64,4.49,N.D.,IGHV5-51,IGHD2-21,IGHJ5,IGHA1,IGLV2-14,IGLJ3,22.0,11.0,0.058,0.0333,1.7397,1.7274,3.2021,1.4824,4.1115,2.7867,0.3116,0.5198,1.2882,0.7742,0.6959,0.6811,0.8845,E3
BD57-4708,BA.5 BTI + HK.3 infection,specific,1.12,2.29,3.3,N.D.,IGHV3-33,IGHD3-10,IGHJ4,IGHG1,IGLV2-14,IGLJ1,12.0,9.0,0.033,0.0269,inf,inf,0.9314,0.8715,3.5998,inf,1.7691,inf,inf,inf,inf,inf,inf,A2
BD57-4709,BA.5 BTI + HK.3 infection,specific,0.45,4.01,4.54,N.D.,IGHV3-30,IGHD2-15,IGHJ6,IGHG1,IGLV2-23,IGLJ2,23.0,16.0,0.0608,0.0475,inf,0.004069,0.01051,0.001845,0.01598,0.02188,0.009109,0.01178,0.02744,0.02131,0.02676,0.3971,0.02197,F3
BD57-4710,BA.5 BTI + HK.3 infection,specific,0.072,1.39,4.44,N.D.,IGHV2-5,IGHD3-10,IGHJ5,IGHG1,IGLV2-14,IGLJ1,5.0,8.0,0.0129,0.0242,inf,0.8185,0.06431,0.1309,0.3028,0.3345,0.4806,0.5617,0.8732,0.5527,0.476,0.1015,0.5141,D3
BD57-4711,BA.5 BTI + HK.3 infection,specific,0.06,3.76,4.08,N.D.,IGHV3-43,IGHD3-16,IGHJ4,IGHG1,IGLV2-14,IGLJ1,10.0,4.0,0.027,0.0122,inf,0.004567,0.001173,0.0004362,0.001888,1.0599,0.001216,0.002489,0.003148,0.004983,0.003336,0.006116,0.007673,A2
BD57-4712,BA.5 BTI + HK.3 infection,cross,1.47,1.14,0.81,N.D.,IGHV3-23,IGHD2-8,IGHJ4,IGHG1,IGLV2-14,IGLJ2,27.0,10.0,0.0754,0.0302,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,N.D.
BD57-4713,BA.5 BTI + HK.3 infection,cross,4.47,3.52,4.55,N.D.,IGHV2-70,IGHD5-12,IGHJ4,IGHG1,IGLV2-14,IGLJ2,16.0,17.0,0.0447,0.0514,0.1024,0.005992,0.006419,0.002393,0.02083,0.03465,inf,inf,inf,inf,inf,inf,inf,D2
BD57-4714,BA.5 BTI + HK.3 infection,specific,0.11,4.47,4.29,N.D.,IGHV3-30,IGHD3-22,IGHJ4,IGHG1,IGLV2-8,IGLJ3,22.0,5.0,0.0576,0.0151,inf,inf,0.003639,0.0006554,0.002442,0.01731,0.002503,0.001806,0.00366,0.003091,0.002916,0.001348,0.001691,F3
BD57-4715,BA.5 BTI + HK.3 infection,specific,0.076,4.1,4.48,N.D.,IGHV3-15,IGHD3-9,IGHJ4,IGHG1,IGLV2-8,IGLJ2,18.0,9.0,0.0471,0.0276,inf,0.002359,0.002195,0.0008121,0.0006113,0.001835,0.001097,0.004337,0.4777,0.2932,0.2626,inf,inf,F3
BD57-4716,BA.5 BTI + HK.3 infection,specific,1.59,2.41,3.71,N.D.,IGHV1-18,IGHD3-9,IGHJ4,IGHG1,IGLV2-11,IGLJ1,25.0,18.0,0.0676,0.0544,inf,inf,0.181,0.03626,0.3236,0.2711,0.07952,0.3209,0.5076,2.3828,4.1285,inf,inf,F3
BD57-4717,BA.5 BTI + HK.3 infection,specific,0.15,4.49,4.59,N.D.,IGHV1-8,IGHD3-10,IGHJ5,IGHG1,IGLV2-11,IGLJ1,21.0,15.0,0.0568,0.0449,inf,0.01118,0.01343,0.0009588,0.009284,0.02992,0.03922,0.03805,0.0687,0.05118,0.06833,0.003382,0.003904,D4
BD57-4718,BA.5 BTI + HK.3 infection,specific,0.17,3.85,4.35,N.D.,IGHV4-39,IGHD3-3,IGHJ5,IGHG1,IGLV2-11,IGLJ3,15.0,8.0,0.039,0.024,inf,3.4731,0.002535,0.0001313,0.001764,0.00274,0.002351,0.002229,0.002704,0.003655,0.00443,0.002496,0.002211,F3
BD57-4719,BA.5 BTI + HK.3 infection,cross,4.47,3.6,4.15,N.D.,IGHV1-69,IGHD5-12,IGHJ5,IGHG1,IGLV1-40,IGLJ1,19.0,9.0,0.0512,0.0271,0.1097,0.0375,0.0494,0.0867,0.3959,1.1891,inf,inf,inf,inf,inf,inf,inf,E1/E2.1
BD57-4720,BA.5 BTI + HK.3 infection,cross,3.34,4.03,4.38,N.D.,IGHV2-70,IGHD3-22,IGHJ6,IGHG1,IGLV1-44,IGLJ3,15.0,8.0,0.04,0.0242,0.29,0.002987,0.003655,0.0007712,0.005096,0.01022,0.01474,0.007582,0.01787,0.01469,0.01347,0.01037,0.009072,D3
BD57-4721,BA.5 BTI + HK.3 infection,specific,0.53,3.64,1.71,N.D.,IGHV5-51,IGHD3-22,IGHJ4,IGHG1,IGLV1-44,IGLJ2,17.0,11.0,0.0452,0.0332,inf,0.04767,0.02018,0.002136,inf,inf,inf,inf,inf,inf,inf,inf,inf,B
BD57-4722,BA.5 BTI + HK.3 infection,specific,0.52,1.74,3.35,N.D.,IGHV5-51,IGHD3-10,IGHJ4,IGHG1,IGLV1-44,IGLJ3,16.0,14.0,0.0442,0.0423,inf,0.02409,0.006208,0.01311,0.1284,0.1537,inf,inf,inf,inf,inf,inf,inf,B
BD57-4723,BA.5 BTI + HK.3 infection,specific,0.07,3.79,4.35,N.D.,IGHV5-51,IGHD3-22,IGHJ4,IGHG1,IGLV1-44,IGLJ3,23.0,14.0,0.0593,0.0423,inf,0.001599,0.002502,0.0005695,0.002102,0.003354,0.0007981,0.001688,0.001434,0.001385,0.000772,0.0003957,0.0008128,F3
BD57-4724,BA.5 BTI + HK.3 infection,specific,0.057,3.9,4.16,N.D.,IGHV3-21,IGHD3-3,IGHJ6,IGHG1,IGLV1-44,IGLJ3,30.0,13.0,0.0758,0.0393,inf,0.0009134,0.000938,0.0008606,0.001206,0.001247,0.000886,0.0005161,0.002106,0.002573,0.0007879,0.00498,0.004587,D3
BD57-4725,BA.5 BTI + HK.3 infection,cross,1.72,3.82,4.27,N.D.,IGHV3-30,IGHD1-26,IGHJ6,IGHG1,IGLV1-44,IGLJ1,23.0,10.0,0.0618,0.0302,0.1316,0.009239,0.01084,0.0008773,0.007169,0.006268,0.009288,0.008134,0.01459,0.008067,0.006109,5.6419,inf,A2
BD57-4726,BA.5 BTI + HK.3 infection,specific,0.18,3.39,3.86,N.D.,IGHV6-1,IGHD3-10,IGHJ4,IGHG1,IGLV1-44,IGLJ3,20.0,8.0,0.0515,0.0243,inf,0.262,0.002445,0.0007806,0.007385,0.009087,0.003027,0.08422,0.05014,0.02817,0.02807,inf,inf,F3
BD57-4727,BA.5 BTI + HK.3 infection,specific,1.44,2.92,3.49,N.D.,IGHV3-43,IGHD3-9,IGHJ4,IGHA1,IGLV1-44,IGLJ3,10.0,6.0,0.0266,0.0181,inf,0.0003466,0.002246,0.001153,0.004105,0.003641,0.0009389,0.004081,0.001894,0.003924,0.002755,0.001475,0.00173,D3
BD57-4728,BA.5 BTI + HK.3 infection,specific,0.11,3.35,3.74,N.D.,IGHV1-18,IGHD2-21,IGHJ6,IGHG1,IGLV1-44,IGLJ2,10.0,8.0,0.0269,0.024,inf,0.1114,0.01818,0.001353,0.004581,0.05528,inf,inf,inf,inf,inf,inf,inf,D4
BD57-4729,BA.5 BTI + HK.3 infection,specific,1.17,1.28,1.96,N.D.,IGHV3-15,IGHD3-16,IGHJ4,IGHA1,IGLV1-47,IGLJ3,32.0,15.0,0.0851,0.0453,inf,0.6516,0.9859,1.0138,inf,inf,inf,inf,inf,inf,inf,inf,inf,B
BD57-4730,BA.5 BTI + HK.3 infection,specific,0.13,0.7,1.35,N.D.,IGHV4-39,IGHD3-22,IGHJ3,IGHG1,IGLV1-51,IGLJ2,23.0,11.0,0.0612,0.0329,inf,inf,0.1515,0.04455,0.2997,0.2668,0.2609,inf,inf,inf,inf,inf,inf,F3
BD57-4731,BA.5 BTI + HK.3 infection,cross,2.3,1.16,2.5,N.D.,IGHV2-5,IGHD3-9,IGHJ4,IGHG1,IGLV1-51,IGLJ3,16.0,4.0,0.0403,0.0121,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,F1.2
BD57-4732,BA.5 BTI + HK.3 infection,specific,0.076,3.58,4.08,N.D.,IGHV4-39,IGHD3-22,IGHJ3,IGHG1,IGLV1-51,IGLJ2,20.0,9.0,0.0532,0.0269,inf,inf,0.003524,0.0009464,0.001813,0.003539,0.00266,0.005476,0.08361,0.1466,0.1709,1.4569,2.3821,F3
BD57-4733,BA.5 BTI + HK.3 infection,specific,0.13,4.34,4.51,N.D.,IGHV2-5,IGHD3-3,IGHJ5,IGHG1,IGLV1-51,IGLJ3,12.0,3.0,0.0318,0.0091,inf,0.1654,0.004794,0.0009451,0.002078,0.00367,0.003267,0.00394,0.7513,0.4636,0.2151,0.07019,0.04614,F3
BD57-4734,BA.5 BTI + HK.3 infection,cross,4.39,4.08,4.4,N.D.,IGHV5-51,IGHD6-13,IGHJ5,IGHG1,IGLV1-51,IGLJ3,13.0,2.0,0.036,0.006,0.463,0.5732,0.5758,0.3181,0.3099,0.9441,0.1494,0.1886,0.3952,0.6009,0.7118,0.1642,0.1417,E3
BD57-4735,BA.5 BTI + HK.3 infection,specific,2.23,2.49,3.21,N.D.,IGHV4-39,IGHD1-26,IGHJ4,IGHA1,IGLV1-40,IGLJ3,30.0,28.0,0.0811,0.0838,inf,0.2797,0.02017,0.009018,0.0174,0.05482,0.01173,inf,inf,inf,inf,inf,inf,A2
BD57-4736,BA.5 BTI + HK.3 infection,cross,3.19,4.17,4.94,N.D.,IGHV3-30,IGHD3-10,IGHJ6,IGHG1,IGLV1-51,IGLJ2,25.0,5.0,0.0651,0.0151,0.01102,0.01351,0.01014,0.003473,0.002196,0.005158,0.00314,0.01029,0.038,0.02607,0.0249,inf,inf,A2
BD57-4737,BA.5 BTI + HK.3 infection,cross,4.23,2.9,4.14,N.D.,IGHV1-69,IGHD5-12,IGHJ2,IGHG1,IGLV1-40,IGLJ1,19.0,5.0,0.0509,0.0151,0.09899,0.321,0.05663,0.1655,0.3476,1.1158,inf,inf,inf,inf,inf,inf,inf,E1/E2.1
BD57-4738,BA.5 BTI + HK.3 infection,specific,0.14,0.99,1.38,N.D.,IGHV2-5,IGHD3-22,IGHJ6,IGHA1,IGLV1-40,IGLJ3,16.0,11.0,0.0398,0.0332,inf,1.4009,0.06185,0.04985,0.4295,0.4832,0.2505,inf,inf,inf,inf,inf,inf,F3
BD57-4739,BA.5 BTI + HK.3 infection,none,0.12,0.18,0.42,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHA1,IGLV1-40,IGLJ3,26.0,18.0,0.0703,0.0539,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,N.D.,N.D.
BD57-4740,BA.5 BTI + HK.3 infection,specific,0.1,3.98,4.26,N.D.,IGHV3-48,IGHD2-21,IGHJ4,IGHA1,IGLV1-40,IGLJ2,13.0,7.0,0.0351,0.0211,inf,0.002678,0.003481,0.001193,0.003656,0.004459,0.2394,1.1586,1.2891,0.8281,0.6654,inf,inf,F3
BD57-4741,BA.5 BTI + HK.3 infection,specific,0.063,4.2,4.83,N.D.,IGHV4-59,IGHD4-23,IGHJ5,IGHG1,IGLV1-40,IGLJ2,15.0,10.0,0.0405,0.0299,inf,0.003482,0.003483,0.002015,0.002391,0.005353,0.003444,0.0009014,0.01061,0.009775,0.01462,2.891,4.1712,F3
BD57-4742,BA.5 BTI + HK.3 infection,specific,0.26,1.0,1.84,N.D.,IGHV3-53,IGHD3-10,IGHJ4,IGHG1,IGLV1-40,IGLJ1,11.0,4.0,0.0293,0.0119,inf,3.9382,0.9927,0.1311,1.224,inf,inf,inf,inf,inf,inf,inf,inf,F3
BD57-4743,BA.5 BTI + HK.3 infection,specific,0.064,3.87,4.37,N.D.,IGHV4-39,IGHD3-9,IGHJ6,IGHG1,IGLV1-40,IGLJ3,20.0,5.0,0.0529,0.0151,inf,0.01169,0.004241,0.0001666,0.001528,0.001657,0.001588,0.001628,0.00346,0.002257,0.003118,0.002452,0.002904,F3
BD57-4744,BA.5 BTI + HK.3 infection,specific,0.077,3.41,4.42,N.D.,IGHV3-48,IGHD2-21,IGHJ4,IGHG1,IGLV1-40,IGLJ3,19.0,12.0,0.0514,0.0361,inf,0.005068,0.002361,0.0008655,0.001417,0.00253,0.04074,0.07646,0.184,0.1491,0.2236,3.3128,3.0388,F3
BD57-4745,BA.5 BTI + HK.3 infection,specific,0.088,0.2,0.18,N.D.,IGHV4-59,IGHD1-26,IGHJ2,IGHG1,IGLV1-40,IGLJ3,13.0,9.0,0.036,0.0269,inf,inf,inf,0.6395,4.7108,inf,inf,inf,inf,inf,inf,inf,inf,A2
BD57-4746,BA.5 BTI + HK.3 infection,specific,0.081,4.22,4.27,N.D.,IGHV3-48,IGHD2-21,IGHJ4,IGHG1,IGLV1-40,IGLJ2,23.0,10.0,0.0622,0.0297,inf,0.002384,0.004194,0.0005145,0.003314,0.002868,0.001451,0.0002106,0.003714,0.005385,0.00332,0.001993,0.000999,F3
BD57-4747,BA.5 BTI + HK.3 infection,specific,0.078,4.26,4.64,N.D.,IGHV3-48,IGHD2-21,IGHJ1,IGHG1,IGLV1-40,IGLJ2,21.0,9.0,0.0568,0.0272,inf,inf,0.004091,0.00118,0.004386,0.006306,0.05543,0.1083,0.3103,0.2039,0.2981,0.4298,0.5377,F3
BD57-4748,BA.5 BTI + HK.3 infection,specific,0.06,3.96,4.53,N.D.,IGHV3-48,IGHD2-21,IGHJ4,IGHG1,IGLV1-40,IGLJ2,7.0,4.0,0.0189,0.0119,inf,0.007813,0.002027,0.001603,0.003937,0.002404,inf,inf,inf,inf,inf,inf,inf,F3
BD57-4749,BA.5 BTI + HK.3 infection,specific,0.12,2.83,3.27,N.D.,IGHV4-59,IGHD2-21,IGHJ4,IGHG1,IGLV1-40,IGLJ3,5.0,12.0,0.0136,0.0359,inf,0.008393,0.003032,0.00106,0.001299,0.003213,0.002671,0.001031,0.01085,0.0209,0.00893,0.01682,0.008006,F3
BD57-4750,BA.5 BTI + HK.3 infection,specific,0.068,4.57,4.63,N.D.,IGHV4-31,IGHD4-17,IGHJ4,IGHG1,IGLV1-40,IGLJ2,22.0,10.0,0.059,0.0299,inf,0.0007614,0.0004196,0.0005992,0.000355,0.001558,0.001183,0.001322,0.003021,0.003925,0.00249,0.02924,0.0224,D3
BD57-4751,BA.5 BTI + HK.3 infection,specific,0.067,3.94,4.43,N.D.,IGHV4-59,IGHD5-18,IGHJ5,IGHG1,IGLV1-40,IGLJ3,17.0,8.0,0.0459,0.024,inf,0.0007522,0.00157,0.000297,0.0003531,0.001084,0.002612,0.001151,0.003766,0.004338,0.006777,inf,inf,F3
BD57-4752,BA.5 BTI + HK.3 infection,specific,0.078,3.64,4.46,N.D.,IGHV4-59,IGHD6-13,IGHJ5,IGHG1,IGLV1-40,IGLJ2,12.0,5.0,0.0324,0.015,inf,0.0005205,0.0009216,0.0003834,0.003779,0.003153,0.001557,0.0002947,0.00386,0.002683,0.005872,0.004673,0.004662,F3
BD57-4753,BA.5 BTI + HK.3 infection,specific,0.086,0.078,0.076,N.D.,IGHV3-53,IGHD2-15,IGHJ5,IGHG1,IGLV1-40,IGLJ2,5.0,3.0,0.0133,0.009,inf,inf,inf,inf,inf,0.01026,inf,inf,inf,inf,inf,inf,inf,N.D.
BD57-4754,BA.5 BTI + HK.3 infection,specific,0.061,0.49,0.67,N.D.,IGHV4-39,IGHD1-26,IGHJ4,IGHA1,IGLV1-40,IGLJ3,22.0,16.0,0.0595,0.0482,inf,inf,0.4263,0.02416,0.1943,0.2947,0.2464,inf,inf,inf,inf,inf,inf,F3
BD57-4755,BA.5 BTI + HK.3 infection,cross,2.27,1.49,2.27,N.D.,IGHV3-30,IGHD2-8,IGHJ6,IGHA1,IGLV1-40,IGLJ2,10.0,4.0,0.0269,0.0119,1.0187,1.1992,0.7144,0.1176,0.4849,1.0814,1.5071,inf,inf,inf,inf,inf,inf,A2
BD57-4756,BA.5 BTI + HK.3 infection,specific,0.068,4.46,4.56,N.D.,IGHV7-4-1,IGHD6-13,IGHJ1,IGHG1,IGLV1-40,IGLJ1,11.0,5.0,0.0295,0.0147,inf,inf,0.0008268,0.001367,0.0005827,0.001623,0.001112,0.001238,0.001681,0.001468,0.001498,0.0005924,0.0001926,F3
BD57-4757,BA.5 BTI + HK.3 infection,specific,0.081,2.07,2.9,N.D.,IGHV3-53,IGHD7-27,IGHJ6,IGHA1,IGLV1-40,IGLJ1,17.0,9.0,0.0476,0.0267,inf,inf,0.004759,0.003075,0.003297,0.005983,0.02029,inf,inf,inf,inf,inf,inf,F3
BD57-4758,BA.5 BTI + HK.3 infection,specific,0.96,0.7,0.91,N.D.,IGHV1-46,IGHD6-13,IGHJ5,IGHG1,IGLV1-40,IGLJ3,17.0,7.0,0.0442,0.021,inf,0.1246,0.0978,0.0003266,0.0004726,0.1945,0.1833,0.002778,1.2652,0.7786,0.629,1.537,inf,A2
BD57-4759,BA.5 BTI + HK.3 infection,specific,0.076,0.067,0.079,N.D.,IGHV4-61,IGHD4-11,IGHJ6,IGHA1,IGLV1-40,IGLJ3,19.0,14.0,0.0495,0.0419,inf,inf,inf,0.0003391,0.001926,inf,inf,0.07165,inf,inf,inf,inf,inf,N.D.
BD57-4760,BA.5 BTI + HK.3 infection,specific,0.11,1.21,1.28,N.D.,IGHV5-51,IGHD6-13,IGHJ4,IGHA1,IGLV1-51,IGLJ2,9.0,14.0,0.0249,0.0423,inf,0.3113,0.01597,0.0005697,0.002642,inf,inf,0.09297,inf,inf,inf,inf,inf,B
BD57-4761,BA.5 BTI + HK.3 infection,specific,0.14,4.21,4.28,N.D.,IGHV2-5,IGHD3-9,IGHJ4,IGHG1,IGKV3-20,IGKJ2,16.0,7.0,0.0429,0.0216,inf,0.07766,0.00719,0.001312,0.001901,0.02864,0.01173,0.08288,0.04162,0.03802,0.05048,0.00954,0.00893,F3
BD57-4762,BA.5 BTI + HK.3 infection,none,0.11,0.11,0.87,N.D.,IGHV2-5,IGHD3-10,IGHJ3,IGHG1,IGLV7-43,IGLJ3,5.0,2.0,0.0135,0.006,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,N.D.,N.D.
BD57-4763,BA.5 BTI + HK.3 infection,specific,0.087,0.35,1.76,N.D.,IGHV2-5,IGHD2-21,IGHJ5,IGHG1,IGLV7-43,IGLJ3,7.0,2.0,0.0188,0.006,inf,inf,inf,0.02567,0.172,0.227,inf,inf,inf,inf,inf,inf,inf,F3
BD57-4764,BA.5 BTI + HK.3 infection,specific,0.15,4.2,4.72,N.D.,IGHV1-18,IGHD4-17,IGHJ4,IGHG1,IGLV7-43,IGLJ2,12.0,5.0,0.0324,0.0152,inf,0.00176,0.001638,0.07392,0.7308,inf,0.01453,inf,inf,inf,inf,inf,inf,A2
BD57-4765,BA.5 BTI + HK.3 infection,specific,0.076,2.24,4.56,N.D.,IGHV2-5,IGHD6-13,IGHJ3,IGHM,IGLV7-43,IGLJ2,4.0,3.0,0.0107,0.0091,inf,inf,0.1521,0.0007061,0.0007025,0.0487,inf,0.002401,inf,inf,inf,inf,inf,F3
BD57-4766,BA.5 BTI + HK.3 infection,specific,0.076,4.32,4.16,N.D.,IGHV2-5,IGHD3-22,IGHJ5,IGHG1,IGKV3-15,IGKJ4,27.0,16.0,0.0691,0.0494,inf,0.007131,0.0008278,0.001406,0.005524,0.01057,0.002021,0.005284,0.01704,0.01724,0.01943,0.003023,0.003307,F3
BD57-4767,BA.5 BTI + HK.3 infection,specific,1.63,2.35,3.94,N.D.,IGHV3-30,IGHD2-2,IGHJ6,IGHG1,IGLV1-47,IGLJ2,12.0,5.0,0.0315,0.0153,inf,inf,1.0643,0.08024,0.1019,0.1207,0.2441,inf,inf,inf,inf,inf,inf,A2
BD57-4768,BA.5 BTI + HK.3 infection,specific,3.3,3.4,4.33,N.D.,IGHV3-23,IGHD3-22,IGHJ4,IGHG1,IGLV6-57,IGLJ3,14.0,8.0,0.0394,0.0243,inf,inf,inf,2.6704,3.9524,3.3707,1.6279,0.8475,0.6628,0.698,1.1728,0.4012,0.5157,F1.2
BD57-4769,BA.5 BTI + HK.3 infection,specific,0.17,1.94,2.35,N.D.,IGHV2-5,IGHD3-10,IGHJ5,IGHG1,IGLV3-21,IGLJ1,41.0,31.0,0.113,0.096,inf,0.06334,0.0004868,0.0003109,0.01307,0.01699,0.062,2.7694,0.3283,0.1811,0.1927,inf,inf,D3
BD57-4770,BA.5 BTI + HK.3 infection,specific,0.22,1.24,1.99,N.D.,IGHV3-48,IGHD4-23,IGHJ3,IGHG1,IGLV3-21,IGLJ1,24.0,19.0,0.0638,0.0579,inf,0.9096,0.02635,0.01548,0.03695,0.063,0.02997,0.04838,0.1166,0.06343,0.1267,0.0826,0.03583,F3
BD57-4771,BA.5 BTI + HK.3 infection,specific,0.092,3.64,4.51,N.D.,IGHV1-18,IGHD3-16,IGHJ6,IGHA1,IGLV3-25,IGLJ1,39.0,16.0,0.101,0.0497,inf,inf,inf,0.0005059,0.0004773,0.001434,0.004617,0.004703,0.007906,0.009756,0.01775,0.008045,0.04602,B
BD57-4772,BA.5 BTI + HK.3 infection,specific,0.084,1.64,4.58,N.D.,IGHV7-4-1,IGHD5-18,IGHJ4,IGHG1,IGLV3-1,IGLJ3,12.0,10.0,0.0322,0.0311,inf,inf,inf,0.0003139,0.0003284,0.001917,0.001165,0.0006433,0.008439,0.01678,0.02586,1.3399,1.1266,B
BD57-4773,BA.5 BTI + HK.3 infection,cross,3.45,3.03,3.53,N.D.,IGHV4-61,IGHD5-24,IGHJ6,IGHG1,IGLV3-25,IGLJ3,32.0,20.0,0.0833,0.0615,5.9929,1.167,4.1093,3.7448,3.8401,5.2684,1.4101,2.6914,5.16,2.7733,3.1282,1.1962,1.3524,E3
